公司,职称,年限,学历,城市,薪酬,融资,企业优势,公司规模
海链科技,Python 后台工程师,3-5年,本科,深圳,20k-35k,A轮,腾讯系,技术导向,福利好,50-150人
易博天下,Python开发工程师,1-3年,大专,深圳,13k-25k,上市公司,平台好 高速增长 股票期权 创业团队,150-500人
紫川软件,python工程师,1-3年,本科,深圳,8k-14k,不需要融资,周末双休 免费体检 员工旅游 五险一金,500-2000人
Minieye,python工程师,1-3年,本科,深圳,15k-30k,A轮,无人驾驶,车厂合作,扁平化管理,股票期权,50-150人
新华云帆,python开发工程师,3-5年,本科,深圳,10k-20k,B轮,五险一金,餐饮补助,定期体检,弹性工作,150-500人
荔枝微课,Python工程师,1-3年,本科,深圳,10k-15k,A轮,五险一金,带薪年假,50-150人
新炬网络,Python开发工程师,1-3年,大专,深圳,10k-15k,未融资,平台大,发展前景好,五险一金,资深团队,500-2000人
Symbio-Freeborders,Python开发,5-10年,本科,深圳,17k-19k,未融资,项目稳定,老板好,团队氛围好,福利待遇好,2000人以上
试金石信用,Python开发岗,1-3年,本科,深圳,10k-20k,不需要融资,福利好,大牛多,50-150人
江苏亿科达,python开发工程师,3-5年,大专,深圳,10k-20k,不需要融资,双休,过节费,年度体检,旅游,500-2000人
奥飞游戏深圳分公司,Python开发工程师,1-3年,大专,深圳,8k-12k,A轮,靠谱团队,项目给力,福利多多,150-500人
Bello,python开发工程师,3-5年,本科,深圳,15k-30k,A轮,硅谷技术,AI领域,15-50人
南方网通,Python工程师,1-3年,大专,深圳,10k-20k,天使轮,五险一金,提供住宿,员工旅游,150-500人
杉岩数据,Python开发工程师,1-3年,本科,深圳,10k-16k,A轮,扁平化管理,发展空间大,产品有竞争,氛围融洽,15-50人
萨摩耶金服,python工程师,3-5年,本科,深圳,15k-30k,B轮,五险一金,待遇丰厚,150-500人
公司,职称,年限,学历,城市,薪酬,融资,企业优势,公司规模
南方网通,Python AI工程师,3-5年,本科,深圳,20k-25k,天使轮,五险一金,提供住宿,员工旅游,150-500人
羚羊极速,Python 开发工程师,3-5年,本科,深圳,15k-30k,A轮,发展前景好,股份期权,团队年轻,福利好,50-150人
众禄基金,Python开发工程师,1-3年,本科,深圳,18k-30k,上市公司,新三板挂牌,团队氛围,金融中心,150-500人
博奥特科技,高级python开发工程师,3-5年,大专,深圳,15k-25k,未融资,行业前景好,发展空间大,有“钱”景,150-500人
明源云,高级Python开发工程师,3-5年,本科,深圳,16k-22k,上市公司,技术导向，牛人多，氛围赞，扁平管理,2000人以上
海链科技,Python 后台工程师,3-5年,本科,深圳,20k-35k,A轮,腾讯系,技术导向,福利好,50-150人
泽林信息,python兼职讲师,3-5年,大专,深圳,15k-30k,不需要融资,专家讲师团,不加班,分红,内部创业,500-2000人
酷竞NBA,Python开发工程师,3-5年,本科,深圳,15k-25k,天使轮,涨薪频率快,转正享年假,无限下午茶,含薪假期,15-50人
丝路天地,Python开发工程师,1-3年,本科,深圳,10k-20k,A轮,五险一金,周末双休,弹性工作,50-150人
有鱼智能科技,Python开发工程师,1-3年,本科,深圳,10k-20k,上市公司,上市公司,弹性工作制,大牛多,发展空间大,150-500人
华云中盛,python开发工程师,3-5年,大专,深圳,12k-20k,不需要融资,五险一金,年度体检,年度旅游,年终福利,150-500人
杉岩数据,高级Python开发工程师,3-5年,本科,深圳,16k-23k,A轮,领导好,发展空间大,9点半上班,扁平化管理,15-50人
Wise2c,Python开发工程师,3-5年,本科,深圳,15k-30k,天使轮,13薪,年终奖,公司福利好,公司氛围好,15-50人
极光,Python开发工程师,不限,本科,深圳,15k-30k,D轮及以上,五险一金、14薪/年、下午茶、工作餐等等,150-500人
锚链科技,Go/Python开发工程师,3-5年,本科,深圳,25k-50k,不需要融资,福利好,晋升机会多,氛围好,周末双休,50-150人
公司,职称,年限,学历,城市,薪酬,融资,企业优势,公司规模
回收宝,Python开发工程师,3-5年,本科,深圳,15k-22k,B轮,腾讯系团队,大牛导师多,发展前景广,薪资待遇好,150-500人
暴鸡电竞,Python研发工程师,1-3年,本科,深圳,13k-25k,A轮,电竞类项目,融资速度快,高期权,腾讯系团队,50-150人
笨鸟社交,python工程师,1-3年,本科,深圳,20k-40k,B轮,海量数据,150-500人
500.com集团,Python开发工程师,3-5年,本科,深圳,15k-25k,上市公司,氛围轻松,150-500人
Symbio-Freeborders,Python,3-5年,本科,深圳,12k-15k,未融资,项目稳定,老板好,团队氛围好,不加班,2000人以上
盖威,Python开发工程师,3-5年,本科,深圳,14k-20k,不需要融资,福利待遇好,150-500人
才友云商,PHP/Python/JAVA后端开发工程师,1-3年,大专,深圳,10k-18k,A轮,五险一金,项目分红,年底分红,带薪休假,15-50人
博奥特科技,python开发工程师,3-5年,本科,深圳,15k-25k,未融资,双休,晋升空间大,平台好,五险一金,150-500人
武汉佰钧成技术有限公司,python开发工程师,3-5年,大专,深圳,10k-17k,不需要融资,仿真模型,六险一金,节日福利,法定假期,2000人以上
松茂科技,Python开发工程师,1-3年,本科,深圳,8k-12k,A轮,十点上班,周末双休,下午茶零食,团建旅游,50-150人
